episode,step,reward,lives
0,0,0.0,5
0,1,0.0,5
0,2,0.0,5
0,3,0.0,5
0,4,0.0,5
0,5,0.0,5
0,6,0.0,5
0,7,0.0,5
0,8,0.0,5
0,9,0.0,5
0,10,0.0,5
0,11,0.0,5
0,12,0.0,5
0,13,0.0,5
0,14,0.0,5
0,15,0.0,5
0,16,0.0,5
0,17,0.0,5
0,18,0.0,5
0,19,0.0,5
0,20,0.0,5
0,21,0.0,5
0,22,0.0,5
0,23,0.0,5
0,24,0.0,5
0,25,0.0,5
0,26,0.0,5
0,27,0.0,5
0,28,0.0,5
0,29,0.0,4
1,0,0.0,4
1,1,0.0,4
1,2,0.0,4
1,3,0.0,4
1,4,0.0,4
1,5,0.0,4
1,6,0.0,4
1,7,0.0,4
1,8,0.0,4
1,9,0.0,4
1,10,0.0,4
1,11,0.0,4
1,12,0.0,4
1,13,0.0,4
1,14,0.0,4
1,15,0.0,4
1,16,0.0,4
1,17,0.0,4
1,18,0.0,4
1,19,0.0,4
1,20,0.0,4
1,21,0.0,4
1,22,0.0,4
1,23,0.0,4
1,24,0.0,4
1,25,0.0,4
1,26,0.0,4
1,27,0.0,4
1,28,0.0,4
1,29,0.0,4
1,30,0.0,4
1,31,0.0,4
1,32,0.0,4
1,33,0.0,4
1,34,0.0,4
1,35,0.0,4
1,36,0.0,4
1,37,0.0,4
1,38,1.0,4
1,39,0.0,4
1,40,0.0,4
1,41,0.0,4
1,42,0.0,4
1,43,0.0,4
1,44,0.0,4
1,45,0.0,4
1,46,0.0,4
1,47,0.0,4
1,48,0.0,4
1,49,0.0,4
1,50,0.0,4
1,51,0.0,4
1,52,0.0,4
1,53,0.0,4
1,54,0.0,4
1,55,0.0,4
1,56,0.0,4
1,57,0.0,4
1,58,0.0,4
1,59,0.0,4
1,60,0.0,4
1,61,0.0,4
1,62,0.0,4
1,63,0.0,4
1,64,0.0,4
1,65,0.0,4
1,66,0.0,4
1,67,0.0,4
1,68,0.0,4
1,69,0.0,3
2,0,0.0,3
2,1,0.0,3
2,2,0.0,3
2,3,0.0,3
2,4,0.0,3
2,5,0.0,3
2,6,0.0,3
2,7,0.0,3
2,8,0.0,3
2,9,0.0,3
2,10,0.0,3
2,11,0.0,3
2,12,0.0,3
2,13,0.0,3
2,14,0.0,3
2,15,0.0,3
2,16,0.0,3
2,17,0.0,3
2,18,0.0,3
2,19,0.0,3
2,20,0.0,3
2,21,0.0,3
2,22,0.0,3
2,23,0.0,3
2,24,0.0,3
2,25,0.0,2
3,0,0.0,2
3,1,0.0,2
3,2,0.0,2
3,3,0.0,2
3,4,0.0,2
3,5,0.0,2
3,6,0.0,2
3,7,0.0,2
3,8,0.0,2
3,9,0.0,2
3,10,0.0,2
3,11,0.0,2
3,12,0.0,2
3,13,0.0,2
3,14,0.0,2
3,15,0.0,2
3,16,0.0,2
3,17,0.0,2
3,18,0.0,2
3,19,0.0,2
3,20,0.0,2
3,21,0.0,2
3,22,0.0,2
3,23,0.0,2
3,24,0.0,2
3,25,0.0,1
4,0,0.0,1
4,1,0.0,1
4,2,0.0,1
4,3,0.0,1
4,4,0.0,1
4,5,0.0,1
4,6,0.0,1
4,7,0.0,1
4,8,0.0,1
4,9,0.0,1
4,10,0.0,1
4,11,0.0,1
4,12,0.0,1
4,13,0.0,1
4,14,0.0,1
4,15,0.0,1
4,16,0.0,1
4,17,0.0,1
4,18,0.0,1
4,19,0.0,1
4,20,0.0,1
4,21,0.0,1
4,22,0.0,1
4,23,0.0,1
4,24,0.0,0
5,0,0.0,5
5,1,0.0,5
5,2,0.0,5
5,3,0.0,5
5,4,0.0,5
5,5,0.0,5
5,6,0.0,5
5,7,0.0,5
5,8,0.0,5
5,9,0.0,5
5,10,0.0,5
5,11,0.0,5
5,12,0.0,5
5,13,0.0,5
5,14,0.0,5
5,15,0.0,5
5,16,0.0,5
5,17,0.0,5
5,18,0.0,5
5,19,0.0,5
5,20,0.0,5
5,21,0.0,5
5,22,0.0,5
5,23,0.0,5
5,24,0.0,5
5,25,0.0,5
5,26,0.0,5
5,27,0.0,5
5,28,0.0,5
5,29,0.0,5
5,30,0.0,5
5,31,0.0,4
6,0,0.0,4
6,1,0.0,4
6,2,0.0,4
6,3,0.0,4
6,4,0.0,4
6,5,0.0,4
6,6,0.0,4
6,7,0.0,4
6,8,0.0,4
6,9,0.0,4
6,10,0.0,4
6,11,0.0,4
6,12,0.0,4
6,13,0.0,4
6,14,0.0,4
6,15,0.0,4
6,16,0.0,4
6,17,0.0,4
6,18,0.0,4
6,19,0.0,4
6,20,0.0,4
6,21,0.0,4
6,22,0.0,4
6,23,0.0,3
7,0,0.0,3
7,1,0.0,3
7,2,0.0,3
7,3,0.0,3
7,4,0.0,3
7,5,0.0,3
7,6,0.0,3
7,7,0.0,3
7,8,0.0,3
7,9,0.0,3
7,10,0.0,3
7,11,0.0,3
7,12,0.0,3
7,13,0.0,3
7,14,0.0,3
7,15,0.0,3
7,16,0.0,3
7,17,0.0,3
7,18,0.0,3
7,19,0.0,3
7,20,0.0,3
7,21,0.0,3
7,22,0.0,3
7,23,0.0,3
7,24,0.0,3
7,25,0.0,3
7,26,0.0,3
7,27,0.0,3
7,28,0.0,2
8,0,0.0,2
8,1,0.0,2
8,2,0.0,2
8,3,0.0,2
8,4,0.0,2
8,5,0.0,2
8,6,0.0,2
8,7,0.0,2
8,8,0.0,2
8,9,0.0,2
8,10,0.0,2
8,11,0.0,2
8,12,0.0,2
8,13,0.0,2
8,14,0.0,2
8,15,0.0,2
8,16,0.0,2
8,17,0.0,2
8,18,0.0,2
8,19,0.0,2
8,20,0.0,2
8,21,0.0,2
8,22,0.0,2
8,23,0.0,2
8,24,0.0,1
9,0,0.0,1
9,1,0.0,1
9,2,0.0,1
9,3,0.0,1
9,4,0.0,1
9,5,0.0,1
9,6,0.0,1
9,7,0.0,1
9,8,0.0,1
9,9,0.0,1
9,10,0.0,1
9,11,0.0,1
9,12,0.0,1
9,13,0.0,1
9,14,0.0,1
9,15,0.0,1
9,16,0.0,1
9,17,0.0,1
9,18,0.0,1
9,19,0.0,1
9,20,0.0,1
9,21,0.0,1
9,22,0.0,1
9,23,0.0,0
10,0,0.0,5
10,1,0.0,5
10,2,0.0,5
10,3,0.0,5
10,4,0.0,5
10,5,0.0,5
10,6,0.0,5
10,7,0.0,5
10,8,0.0,5
10,9,0.0,5
10,10,0.0,5
10,11,0.0,5
10,12,0.0,5
10,13,0.0,5
10,14,0.0,5
10,15,0.0,5
10,16,0.0,5
10,17,0.0,5
10,18,0.0,5
10,19,0.0,5
10,20,0.0,5
10,21,0.0,5
10,22,0.0,5
10,23,0.0,5
10,24,0.0,5
10,25,0.0,4
11,0,0.0,4
11,1,0.0,4
11,2,0.0,4
11,3,0.0,4
11,4,0.0,4
11,5,0.0,4
11,6,0.0,4
11,7,0.0,4
11,8,0.0,4
11,9,0.0,4
11,10,0.0,4
11,11,0.0,4
11,12,0.0,4
11,13,0.0,4
11,14,0.0,4
11,15,0.0,4
11,16,0.0,4
11,17,0.0,4
11,18,0.0,4
11,19,0.0,4
11,20,0.0,4
11,21,0.0,4
11,22,0.0,4
11,23,0.0,4
11,24,0.0,4
11,25,0.0,4
11,26,0.0,4
11,27,0.0,4
11,28,0.0,4
11,29,0.0,4
11,30,0.0,4
11,31,0.0,4
11,32,0.0,4
11,33,0.0,4
11,34,1.0,4
11,35,0.0,4
11,36,0.0,4
11,37,0.0,4
11,38,0.0,4
11,39,0.0,4
11,40,0.0,4
11,41,0.0,4
11,42,0.0,4
11,43,0.0,4
11,44,0.0,4
11,45,0.0,4
11,46,0.0,4
11,47,0.0,4
11,48,0.0,4
11,49,0.0,4
11,50,0.0,4
11,51,0.0,4
11,52,0.0,4
11,53,0.0,4
11,54,0.0,4
11,55,0.0,3
12,0,0.0,3
12,1,0.0,3
12,2,0.0,3
12,3,0.0,3
12,4,0.0,3
12,5,0.0,3
12,6,0.0,3
12,7,0.0,3
12,8,0.0,3
12,9,0.0,3
12,10,0.0,3
12,11,0.0,3
12,12,0.0,3
12,13,0.0,3
12,14,0.0,3
12,15,0.0,3
12,16,0.0,3
12,17,0.0,3
12,18,0.0,3
12,19,0.0,3
12,20,0.0,3
12,21,0.0,3
12,22,0.0,3
12,23,0.0,3
12,24,0.0,3
12,25,0.0,3
12,26,0.0,3
12,27,0.0,3
12,28,0.0,3
12,29,0.0,2
13,0,0.0,2
13,1,0.0,2
13,2,0.0,2
13,3,0.0,2
13,4,0.0,2
13,5,0.0,2
13,6,0.0,2
13,7,0.0,2
13,8,0.0,2
13,9,0.0,2
13,10,0.0,2
13,11,0.0,2
13,12,0.0,2
13,13,0.0,2
13,14,0.0,2
13,15,0.0,2
13,16,0.0,2
13,17,0.0,2
13,18,0.0,2
13,19,0.0,2
13,20,0.0,2
13,21,0.0,2
13,22,0.0,2
13,23,0.0,2
13,24,0.0,2
13,25,0.0,2
13,26,0.0,2
13,27,0.0,2
13,28,0.0,2
13,29,0.0,2
13,30,0.0,2
13,31,0.0,2
13,32,0.0,2
13,33,0.0,2
13,34,0.0,2
13,35,0.0,2
13,36,0.0,2
13,37,0.0,2
13,38,0.0,2
13,39,0.0,2
13,40,0.0,2
13,41,0.0,2
13,42,1.0,2
13,43,0.0,2
13,44,0.0,2
13,45,0.0,2
13,46,0.0,2
13,47,0.0,2
13,48,0.0,2
13,49,0.0,2
13,50,0.0,2
13,51,0.0,2
13,52,0.0,2
13,53,0.0,2
13,54,0.0,2
13,55,0.0,2
13,56,0.0,2
13,57,0.0,2
13,58,0.0,2
13,59,0.0,2
13,60,0.0,2
13,61,0.0,2
13,62,0.0,2
13,63,0.0,2
13,64,0.0,2
13,65,0.0,2
13,66,0.0,2
13,67,0.0,2
13,68,0.0,2
13,69,0.0,2
13,70,0.0,2
13,71,0.0,2
13,72,0.0,2
13,73,0.0,1
14,0,0.0,1
14,1,0.0,1
14,2,0.0,1
14,3,0.0,1
14,4,0.0,1
14,5,0.0,1
14,6,0.0,1
14,7,0.0,1
14,8,0.0,1
14,9,0.0,1
14,10,0.0,1
14,11,0.0,1
14,12,0.0,1
14,13,0.0,1
14,14,0.0,1
14,15,0.0,1
14,16,0.0,1
14,17,0.0,1
14,18,0.0,1
14,19,0.0,1
14,20,0.0,1
14,21,0.0,1
14,22,0.0,1
14,23,0.0,1
14,24,0.0,1
14,25,0.0,1
14,26,0.0,1
14,27,0.0,1
14,28,0.0,1
14,29,0.0,1
14,30,0.0,1
14,31,0.0,0
15,0,0.0,5
15,1,0.0,5
15,2,0.0,5
15,3,0.0,5
15,4,0.0,5
15,5,0.0,5
15,6,0.0,5
15,7,0.0,5
15,8,0.0,5
15,9,0.0,5
15,10,0.0,5
15,11,0.0,5
15,12,0.0,5
15,13,0.0,5
15,14,0.0,5
15,15,0.0,5
15,16,0.0,5
15,17,0.0,5
15,18,0.0,5
15,19,0.0,5
15,20,0.0,5
15,21,0.0,5
15,22,0.0,5
15,23,0.0,5
15,24,0.0,5
15,25,0.0,5
15,26,0.0,5
15,27,0.0,5
15,28,0.0,5
15,29,0.0,4
16,0,0.0,4
16,1,0.0,4
16,2,0.0,4
16,3,0.0,4
16,4,0.0,4
16,5,0.0,4
16,6,0.0,4
16,7,0.0,4
16,8,0.0,4
16,9,0.0,4
16,10,0.0,4
16,11,0.0,4
16,12,0.0,4
16,13,0.0,4
16,14,0.0,4
16,15,0.0,4
16,16,0.0,4
16,17,0.0,4
16,18,0.0,4
16,19,0.0,4
16,20,0.0,4
16,21,0.0,4
16,22,0.0,4
16,23,0.0,4
16,24,0.0,4
16,25,0.0,4
16,26,0.0,3
17,0,0.0,3
17,1,0.0,3
17,2,0.0,3
17,3,0.0,3
17,4,0.0,3
17,5,0.0,3
17,6,0.0,3
17,7,0.0,3
17,8,0.0,3
17,9,0.0,3
17,10,0.0,3
17,11,0.0,3
17,12,0.0,3
17,13,0.0,3
17,14,0.0,3
17,15,0.0,3
17,16,0.0,3
17,17,0.0,3
17,18,0.0,3
17,19,0.0,3
17,20,0.0,3
17,21,0.0,3
17,22,0.0,3
17,23,0.0,3
17,24,0.0,3
17,25,0.0,2
18,0,0.0,2
18,1,0.0,2
18,2,0.0,2
18,3,0.0,2
18,4,0.0,2
18,5,0.0,2
18,6,0.0,2
18,7,0.0,2
18,8,0.0,2
18,9,0.0,2
18,10,0.0,2
18,11,0.0,2
18,12,0.0,2
18,13,0.0,2
18,14,0.0,2
18,15,0.0,2
18,16,0.0,2
18,17,0.0,2
18,18,0.0,2
18,19,0.0,2
18,20,0.0,2
18,21,0.0,2
18,22,0.0,2
18,23,0.0,2
18,24,0.0,2
18,25,0.0,2
18,26,0.0,2
18,27,0.0,2
18,28,0.0,2
18,29,0.0,2
18,30,0.0,2
18,31,1.0,2
18,32,0.0,2
18,33,0.0,2
18,34,0.0,2
18,35,0.0,2
18,36,0.0,2
18,37,0.0,2
18,38,0.0,2
18,39,0.0,2
18,40,0.0,2
18,41,0.0,2
18,42,0.0,2
18,43,0.0,2
18,44,0.0,2
18,45,0.0,2
18,46,0.0,2
18,47,0.0,2
18,48,0.0,2
18,49,0.0,2
18,50,0.0,2
18,51,0.0,2
18,52,0.0,1
19,0,0.0,1
19,1,0.0,1
19,2,0.0,1
19,3,0.0,1
19,4,0.0,1
19,5,0.0,1
19,6,0.0,1
19,7,0.0,1
19,8,0.0,1
19,9,0.0,1
19,10,0.0,1
19,11,0.0,1
19,12,0.0,1
19,13,0.0,1
19,14,0.0,1
19,15,0.0,1
19,16,0.0,1
19,17,0.0,1
19,18,0.0,1
19,19,0.0,1
19,20,0.0,1
19,21,0.0,1
19,22,0.0,1
19,23,0.0,1
19,24,0.0,0
20,0,0.0,5
20,1,0.0,5
20,2,0.0,5
20,3,0.0,5
20,4,0.0,5
20,5,0.0,5
20,6,0.0,5
20,7,0.0,5
20,8,0.0,5
20,9,0.0,5
20,10,0.0,5
20,11,0.0,5
20,12,0.0,5
20,13,0.0,5
20,14,0.0,5
20,15,0.0,5
20,16,0.0,5
20,17,0.0,5
20,18,0.0,5
20,19,0.0,5
20,20,0.0,5
20,21,0.0,5
20,22,0.0,5
20,23,0.0,5
20,24,0.0,5
20,25,0.0,5
20,26,0.0,5
20,27,0.0,5
20,28,0.0,5
20,29,0.0,5
20,30,0.0,5
20,31,0.0,5
20,32,0.0,5
20,33,0.0,5
20,34,0.0,5
20,35,0.0,5
20,36,0.0,5
20,37,0.0,5
20,38,0.0,5
20,39,1.0,5
20,40,0.0,5
20,41,0.0,5
20,42,0.0,5
20,43,0.0,5
20,44,0.0,5
20,45,0.0,5
20,46,0.0,5
20,47,0.0,5
20,48,0.0,5
20,49,0.0,5
20,50,0.0,5
20,51,0.0,5
20,52,0.0,5
20,53,0.0,5
20,54,0.0,5
20,55,0.0,5
20,56,0.0,5
20,57,0.0,5
20,58,0.0,5
20,59,0.0,5
20,60,0.0,4
21,0,0.0,4
21,1,0.0,4
21,2,0.0,4
21,3,0.0,4
21,4,0.0,4
21,5,0.0,4
21,6,0.0,4
21,7,0.0,4
21,8,0.0,4
21,9,0.0,4
21,10,0.0,4
21,11,0.0,4
21,12,0.0,4
21,13,0.0,4
21,14,0.0,4
21,15,0.0,4
21,16,0.0,4
21,17,0.0,4
21,18,0.0,4
21,19,0.0,4
21,20,0.0,4
21,21,0.0,4
21,22,0.0,4
21,23,0.0,4
21,24,0.0,4
21,25,0.0,4
21,26,0.0,4
21,27,0.0,4
21,28,0.0,4
21,29,0.0,4
21,30,0.0,4
21,31,0.0,4
21,32,0.0,4
21,33,0.0,4
21,34,0.0,4
21,35,0.0,4
21,36,0.0,4
21,37,0.0,4
21,38,0.0,4
21,39,1.0,4
21,40,0.0,4
21,41,0.0,4
21,42,0.0,4
21,43,0.0,4
21,44,0.0,4
21,45,0.0,4
21,46,0.0,4
21,47,0.0,4
21,48,0.0,4
21,49,0.0,4
21,50,0.0,4
21,51,0.0,4
21,52,0.0,4
21,53,0.0,4
21,54,0.0,4
21,55,0.0,4
21,56,0.0,4
21,57,0.0,4
21,58,0.0,4
21,59,0.0,4
21,60,0.0,4
21,61,0.0,4
21,62,0.0,4
21,63,0.0,4
21,64,0.0,4
21,65,0.0,4
21,66,0.0,4
21,67,0.0,4
21,68,0.0,4
21,69,0.0,4
21,70,0.0,3
22,0,0.0,3
22,1,0.0,3
22,2,0.0,3
22,3,0.0,3
22,4,0.0,3
22,5,0.0,3
22,6,0.0,3
22,7,0.0,3
22,8,0.0,3
22,9,0.0,3
22,10,0.0,3
22,11,0.0,3
22,12,0.0,3
22,13,0.0,3
22,14,0.0,3
22,15,0.0,3
22,16,0.0,3
22,17,0.0,3
22,18,0.0,3
22,19,0.0,3
22,20,0.0,3
22,21,0.0,3
22,22,0.0,3
22,23,0.0,3
22,24,0.0,3
22,25,0.0,3
22,26,0.0,2
23,0,0.0,2
23,1,0.0,2
23,2,0.0,2
23,3,0.0,2
23,4,0.0,2
23,5,0.0,2
23,6,0.0,2
23,7,0.0,2
23,8,0.0,2
23,9,0.0,2
23,10,0.0,2
23,11,0.0,2
23,12,0.0,2
23,13,0.0,2
23,14,0.0,2
23,15,0.0,2
23,16,0.0,2
23,17,0.0,2
23,18,0.0,2
23,19,0.0,2
23,20,0.0,2
23,21,0.0,2
23,22,0.0,2
23,23,0.0,2
23,24,0.0,1
24,0,0.0,1
24,1,0.0,1
24,2,0.0,1
24,3,0.0,1
24,4,0.0,1
24,5,0.0,1
24,6,0.0,1
24,7,0.0,1
24,8,0.0,1
24,9,0.0,1
24,10,0.0,1
24,11,0.0,1
24,12,0.0,1
24,13,0.0,1
24,14,0.0,1
24,15,0.0,1
24,16,0.0,1
24,17,0.0,1
24,18,0.0,1
24,19,0.0,1
24,20,0.0,1
24,21,0.0,1
24,22,0.0,1
24,23,0.0,1
24,24,0.0,1
24,25,0.0,1
24,26,0.0,1
24,27,0.0,1
24,28,0.0,1
24,29,0.0,1
24,30,0.0,1
24,31,0.0,1
24,32,0.0,0
25,0,0.0,5
25,1,0.0,5
25,2,0.0,5
25,3,0.0,5
25,4,0.0,5
25,5,0.0,5
25,6,0.0,5
25,7,0.0,5
25,8,0.0,5
25,9,0.0,5
25,10,0.0,5
25,11,0.0,5
25,12,0.0,5
25,13,0.0,5
25,14,0.0,5
25,15,0.0,5
25,16,0.0,5
25,17,0.0,5
25,18,0.0,5
25,19,0.0,5
25,20,0.0,5
25,21,0.0,5
25,22,0.0,5
25,23,0.0,5
25,24,0.0,5
25,25,0.0,5
25,26,0.0,4
26,0,0.0,4
26,1,0.0,4
26,2,0.0,4
26,3,0.0,4
26,4,0.0,4
26,5,0.0,4
26,6,0.0,4
26,7,0.0,4
26,8,0.0,4
26,9,0.0,4
26,10,0.0,4
26,11,0.0,4
26,12,0.0,4
26,13,0.0,4
26,14,0.0,4
26,15,0.0,4
26,16,0.0,4
26,17,0.0,4
26,18,0.0,4
26,19,0.0,4
26,20,0.0,4
26,21,0.0,4
26,22,0.0,4
26,23,0.0,4
26,24,0.0,4
26,25,0.0,4
26,26,0.0,4
26,27,0.0,3
27,0,0.0,3
27,1,0.0,3
27,2,0.0,3
27,3,0.0,3
27,4,0.0,3
27,5,0.0,3
27,6,0.0,3
27,7,0.0,3
27,8,0.0,3
27,9,0.0,3
27,10,0.0,3
27,11,0.0,3
27,12,0.0,3
27,13,0.0,3
27,14,0.0,3
27,15,0.0,3
27,16,0.0,3
27,17,0.0,3
27,18,0.0,3
27,19,0.0,3
27,20,0.0,3
27,21,0.0,3
27,22,0.0,3
27,23,0.0,3
27,24,0.0,3
27,25,0.0,3
27,26,0.0,2
28,0,0.0,2
28,1,0.0,2
28,2,0.0,2
28,3,0.0,2
28,4,0.0,2
28,5,0.0,2
28,6,0.0,2
28,7,0.0,2
28,8,0.0,2
28,9,0.0,2
28,10,0.0,2
28,11,0.0,2
28,12,0.0,2
28,13,0.0,2
28,14,0.0,2
28,15,0.0,2
28,16,0.0,2
28,17,0.0,2
28,18,0.0,2
28,19,0.0,2
28,20,0.0,2
28,21,0.0,2
28,22,0.0,2
28,23,0.0,2
28,24,0.0,2
28,25,0.0,2
28,26,0.0,2
28,27,0.0,2
28,28,0.0,2
28,29,0.0,2
28,30,0.0,2
28,31,1.0,2
28,32,0.0,2
28,33,0.0,2
28,34,0.0,2
28,35,0.0,2
28,36,0.0,2
28,37,0.0,2
28,38,0.0,2
28,39,0.0,2
28,40,0.0,2
28,41,0.0,2
28,42,0.0,2
28,43,0.0,2
28,44,0.0,2
28,45,0.0,2
28,46,0.0,2
28,47,0.0,2
28,48,0.0,2
28,49,0.0,2
28,50,0.0,2
28,51,0.0,2
28,52,0.0,1
29,0,0.0,1
29,1,0.0,1
29,2,0.0,1
29,3,0.0,1
29,4,0.0,1
29,5,0.0,1
29,6,0.0,1
29,7,0.0,1
29,8,0.0,1
29,9,0.0,1
29,10,0.0,1
29,11,0.0,1
29,12,0.0,1
29,13,0.0,1
29,14,0.0,1
29,15,0.0,1
29,16,0.0,1
29,17,0.0,1
29,18,0.0,1
29,19,0.0,1
29,20,0.0,1
29,21,0.0,1
29,22,0.0,1
29,23,0.0,1
29,24,0.0,0
30,0,0.0,5
30,1,0.0,5
30,2,0.0,5
30,3,0.0,5
30,4,0.0,5
30,5,0.0,5
30,6,0.0,5
30,7,0.0,5
30,8,0.0,5
30,9,0.0,5
30,10,0.0,5
30,11,0.0,5
30,12,0.0,5
30,13,0.0,5
30,14,0.0,5
30,15,0.0,5
30,16,0.0,5
30,17,0.0,5
30,18,0.0,5
30,19,0.0,5
30,20,0.0,5
30,21,0.0,5
30,22,0.0,5
30,23,0.0,5
30,24,0.0,5
30,25,0.0,5
30,26,0.0,5
30,27,0.0,5
30,28,0.0,5
30,29,0.0,5
30,30,0.0,5
30,31,0.0,5
30,32,0.0,5
30,33,0.0,5
30,34,0.0,5
30,35,0.0,5
30,36,0.0,5
30,37,0.0,5
30,38,0.0,4
31,0,0.0,4
31,1,0.0,4
31,2,0.0,4
31,3,0.0,4
31,4,0.0,4
31,5,0.0,4
31,6,0.0,4
31,7,0.0,4
31,8,0.0,4
31,9,0.0,4
31,10,0.0,4
31,11,0.0,4
31,12,0.0,4
31,13,0.0,4
31,14,0.0,4
31,15,0.0,4
31,16,0.0,4
31,17,0.0,4
31,18,0.0,4
31,19,0.0,4
31,20,0.0,4
31,21,0.0,4
31,22,0.0,4
31,23,0.0,4
31,24,0.0,4
31,25,0.0,4
31,26,0.0,3
32,0,0.0,3
32,1,0.0,3
32,2,0.0,3
32,3,0.0,3
32,4,0.0,3
32,5,0.0,3
32,6,0.0,3
32,7,0.0,3
32,8,0.0,3
32,9,0.0,3
32,10,0.0,3
32,11,0.0,3
32,12,0.0,3
32,13,0.0,3
32,14,0.0,3
32,15,0.0,3
32,16,0.0,3
32,17,0.0,3
32,18,0.0,3
32,19,0.0,3
32,20,0.0,3
32,21,0.0,3
32,22,0.0,3
32,23,0.0,3
32,24,0.0,3
32,25,0.0,3
32,26,0.0,3
32,27,0.0,3
32,28,0.0,2
33,0,0.0,2
33,1,0.0,2
33,2,0.0,2
33,3,0.0,2
33,4,0.0,2
33,5,0.0,2
33,6,0.0,2
33,7,0.0,2
33,8,0.0,2
33,9,0.0,2
33,10,0.0,2
33,11,0.0,2
33,12,0.0,2
33,13,0.0,2
33,14,0.0,2
33,15,0.0,2
33,16,0.0,2
33,17,0.0,2
33,18,0.0,2
33,19,0.0,2
33,20,0.0,2
33,21,0.0,2
33,22,0.0,2
33,23,0.0,1
34,0,0.0,1
34,1,0.0,1
34,2,0.0,1
34,3,0.0,1
34,4,0.0,1
34,5,0.0,1
34,6,0.0,1
34,7,0.0,1
34,8,0.0,1
34,9,0.0,1
34,10,0.0,1
34,11,0.0,1
34,12,0.0,1
34,13,0.0,1
34,14,0.0,1
34,15,0.0,1
34,16,0.0,1
34,17,0.0,1
34,18,0.0,1
34,19,0.0,1
34,20,0.0,1
34,21,0.0,1
34,22,0.0,1
34,23,0.0,1
34,24,0.0,1
34,25,0.0,1
34,26,0.0,1
34,27,0.0,1
34,28,0.0,1
34,29,0.0,1
34,30,0.0,0
35,0,0.0,5
35,1,0.0,5
35,2,0.0,5
35,3,0.0,5
35,4,0.0,5
35,5,0.0,5
35,6,0.0,5
35,7,0.0,5
35,8,0.0,5
35,9,0.0,5
35,10,0.0,5
35,11,0.0,5
35,12,0.0,5
35,13,0.0,5
35,14,0.0,5
35,15,0.0,5
35,16,0.0,5
35,17,0.0,5
35,18,0.0,5
35,19,0.0,5
35,20,0.0,5
35,21,0.0,5
35,22,0.0,5
35,23,0.0,5
35,24,0.0,5
35,25,0.0,5
35,26,0.0,5
35,27,0.0,5
35,28,0.0,5
35,29,0.0,5
35,30,0.0,5
35,31,0.0,5
35,32,0.0,5
35,33,0.0,5
35,34,0.0,5
35,35,0.0,5
35,36,0.0,5
35,37,0.0,5
35,38,0.0,5
35,39,1.0,5
35,40,0.0,5
35,41,0.0,5
35,42,0.0,5
35,43,0.0,5
35,44,0.0,5
35,45,0.0,5
35,46,0.0,5
35,47,0.0,5
35,48,0.0,5
35,49,0.0,5
35,50,0.0,5
35,51,0.0,5
35,52,0.0,5
35,53,0.0,5
35,54,0.0,5
35,55,0.0,5
35,56,0.0,5
35,57,0.0,5
35,58,0.0,5
35,59,0.0,5
35,60,0.0,5
35,61,0.0,5
35,62,0.0,5
35,63,0.0,5
35,64,0.0,5
35,65,0.0,5
35,66,0.0,5
35,67,0.0,5
35,68,0.0,5
35,69,0.0,5
35,70,0.0,4
36,0,0.0,4
36,1,0.0,4
36,2,0.0,4
36,3,0.0,4
36,4,0.0,4
